TIMESTAMP_MIDDLE,BADM_HEIGHTC,CH4,FH2O,FCH4,FN2O,FN2O_L3.1_L3.2_QCF,USTAR,TA_1_1_1,SW_IN_1_1_1,RH_1_1_1,PPFD_IN_1_1_1,FLAG_L3.2_FN2O_L3.1_QCF
9/3/2022 1:15,0.148452,2348.67,0.0846573,5.67542,0.213274,0.2303962,0.108821,15.3648,0,93.5164,0,1
9/3/2022 1:45,0.148452,2350.79,-0.0468803,11.554,0.328758,0.3047589,0.111892,15.4701,0,94.5774,0,1
9/3/2022 2:15,0.148452,2321.53,-0.758603,-119.262,1.55493,1.5656164,0.387658,15.3106,0,95.686,0,1
9/3/2022 2:45,0.148452,2293.38,-0.141899,-26.4359,-0.458275,-0.4479311,0.041495,15.3318,0,95.2873,0,1
9/3/2022 3:15,0.148452,2288.26,-0.0665594,-2.3776,-0.266114,-0.3158826,0.0766774,15.364,0,95.5533,0,1
9/3/2022 3:45,0.148452,2272.51,-0.0534042,-9.35531,-0.263105,-0.26827552,0.129515,15.3752,0,96.199,0,1
9/3/2022 4:15,0.148452,2289.17,-0.0141858,-4.23711,-0.137272,-0.13573064,0.097817,15.1972,0,97.604,0,1
9/3/2022 4:45,0.148452,2307.62,-0.0457436,-2.66573,-0.132386,-0.12775754,0.0969201,15.1415,0,98.5104,0,0
9/3/2022 5:15,0.148452,2315.98,-0.0162,-3.10515,0.140359,0.14842243000000002,0.053476,15.0931,0,98.7391,0,1
9/3/2022 5:45,0.148452,2316.1,0.0188795,7.26122,0.397368,0.3852961,0.0927326,15.0049,0.234225,99.1298,0.0793483,1
9/3/2022 6:15,0.148452,2275.77,0.0176718,0.820412,-0.130552,-0.1886313,0.0751668,14.8966,7.24103,99.2497,11.5462,1
9/3/2022 6:45,0.148452,2283.64,0.340673,-8.8251,-0.951986,,0.130914,14.6783,20.0912,99.3742,39.6886,2
9/3/2022 7:15,0.148452,2303.91,0.201575,29.3897,0.370531,0.3496086,0.108336,15.0623,120.099,98.9785,216.025,1
9/3/2022 7:45,0.148452,2260.06,0.742983,24.6172,0.144521,,0.115115,16.1146,259.376,95.2797,456.427,2
9/3/2022 8:15,0.148452,2247.53,1.47867,-4.11482,-0.388367,,0.178401,17.1286,339.028,91.9103,599.773,2
9/3/2022 8:45,0.148452,2205.95,2.32196,3.30022,0.0436396,-0.0060827,0.0324088,18.233,485.96,88.0265,870.052,0
9/3/2022 9:15,0.148452,2185.89,0.947215,13.8839,0.592828,0.5912083,0.162747,17.8513,115.444,89.1835,214.381,1
9/3/2022 9:45,0.148452,2171.51,0.930531,-17.2413,0.675696,0.7023159999999999,0.258084,17.1345,80.9898,92.2242,162.188,1
9/3/2022 10:15,0.148452,2185.91,0.774732,18.6712,0.959113,0.9723874,0.2083,16.6808,69.967,94.5736,143.811,1
9/3/2022 10:45,0.148452,2186.56,0.672213,13.5373,-0.305004,,0.0412853,16.5462,106.139,96.1758,206.84,2
9/3/2022 11:15,0.148452,2167.58,0.816892,-4.73179,0.261764,0.2502643,0.14413,17.0773,228.248,92.5044,404.647,0
9/3/2022 11:45,0.15119,2132.19,1.49121,-10.6888,-0.342807,-0.34962004,0.215647,17.3033,234.901,88.1073,416.772,0
9/3/2022 12:15,0.15119,2106.02,3.95304,-15.4532,-0.898468,-0.924901,0.21721,18.125,471.988,84.3578,846.036,1
